country,isocode,year,gdp
Sao Tome and Principe,STP,2009,1584.3355094
Sao Tome and Principe,STP,2010,1615.1356261
Saudi Arabia,SAU,2000,17031.652767
Saudi Arabia,SAU,2001,16585.7333
Saudi Arabia,SAU,2002,16090.102851
Saudi Arabia,SAU,2003,17588.596617
Saudi Arabia,SAU,2004,18365.664329
Saudi Arabia,SAU,2005,19552.509122
Saudi Arabia,SAU,2006,19926.395324
Saudi Arabia,SAU,2007,20361.69566
Saudi Arabia,SAU,2008,20658.052337
Saudi Arabia,SAU,2009,19821.4166
Saudi Arabia,SAU,2010,20188.289874
Senegal,SEN,2000,1282.4728933
Senegal,SEN,2001,1309.7249863
Senegal,SEN,2002,1276.1393043
Senegal,SEN,2003,1330.5991785
Senegal,SEN,2004,1373.1567647
Senegal,SEN,2005,1415.5001686
Senegal,SEN,2006,1409.6297763
Senegal,SEN,2007,1442.4437805
Senegal,SEN,2008,1452.2299447
Senegal,SEN,2009,1443.3596412
Senegal,SEN,2010,1468.9050975
Serbia,SRB,2000,5522.3498556
Serbia,SRB,2001,5871.2589436
Serbia,SRB,2002,6098.671038
Serbia,SRB,2003,6247.093365
Serbia,SRB,2004,6768.1237988
Serbia,SRB,2005,7177.2389377
Serbia,SRB,2006,7576.2835706
Serbia,SRB,2007,8114.7929764
Serbia,SRB,2008,8603.3097269
Serbia,SRB,2009,8398.0606948
Serbia,SRB,2010,8594.6972363
Seychelles,SYC,2000,25953.009565
Seychelles,SYC,2001,26814.090452
Seychelles,SYC,2002,24722.058455
Seychelles,SYC,2003,21780.664412
Seychelles,SYC,2004,21572.758174
Seychelles,SYC,2005,22861.277785
Seychelles,SYC,2006,24083.843996
Seychelles,SYC,2007,25840.715242
Seychelles,SYC,2008,26165.335232
Seychelles,SYC,2009,27414.217234
Seychelles,SYC,2010,32300.079719
Sierra Leone,SLE,2000,476.90881938
Sierra Leone,SLE,2001,530.96759092
Sierra Leone,SLE,2002,635.71037208
Sierra Leone,SLE,2003,640.85568843
Sierra Leone,SLE,2004,683.97133271
Sierra Leone,SLE,2005,727.0988185
Sierra Leone,SLE,2006,776.53974549
Sierra Leone,SLE,2007,808.01924366
Sierra Leone,SLE,2008,829.84399425
Sierra Leone,SLE,2009,847.95866727
Sierra Leone,SLE,2010,932.09598109
Singapore,SGP,2000,37052.953326
Singapore,SGP,2001,35425.894064
Singapore,SGP,2002,36258.547443
Singapore,SGP,2003,36223.000832
Singapore,SGP,2004,39878.956541
Singapore,SGP,2005,41988.616719
Singapore,SGP,2006,45148.822129
Singapore,SGP,2007,49532.697111
Singapore,SGP,2008,50418.359011
Singapore,SGP,2009,48685.477838
Singapore,SGP,2010,55838.628469
Slovak Republic,SVK,2000,12283.133983
Slovak Republic,SVK,2001,12708.255643
Slovak Republic,SVK,2002,13295.034923
Slovak Republic,SVK,2003,13889.420752
Slovak Republic,SVK,2004,14486.580085
Slovak Republic,SVK,2005,15375.883358
Slovak Republic,SVK,2006,16623.885411
Slovak Republic,SVK,2007,18342.15654
Slovak Republic,SVK,2008,19395.617748
Slovak Republic,SVK,2009,18530.966966
Slovak Republic,SVK,2010,19288.38012
Slovenia,SVN,2000,19182.237295
Slovenia,SVN,2001,19683.904498
Slovenia,SVN,2002,20431.986415
Slovenia,SVN,2003,21097.427518
Slovenia,SVN,2004,22059.053584
Slovenia,SVN,2005,22908.741956
Slovenia,SVN,2006,24328.051606
Slovenia,SVN,2007,26195.33025
Slovenia,SVN,2008,27128.934013
Slovenia,SVN,2009,24544.446427
Slovenia,SVN,2010,24901.649826
Solomon Islands,SLB,2000,1400.8869109
Solomon Islands,SLB,2001,1217.194627
Solomon Islands,SLB,2002,1197.9753008
Solomon Islands,SLB,2003,1238.4333077
Solomon Islands,SLB,2004,1300.9054738
Solomon Islands,SLB,2005,1586.0866761
Solomon Islands,SLB,2006,1560.5458992
Solomon Islands,SLB,2007,1589.7954651
Solomon Islands,SLB,2008,1826.4267461
Solomon Islands,SLB,2009,1700.4368515
Solomon Islands,SLB,2010,1976.0454351
Somalia,SOM,2000,454.39985609
Somalia,SOM,2001,452.47227666
Somalia,SOM,2002,453.18404796
Somalia,SOM,2003,453.72484961
Somalia,SOM,2004,452.27477328
Somalia,SOM,2005,451.77807509
Somalia,SOM,2006,452.15420896
Somalia,SOM,2007,452.09543343
Somalia,SOM,2008,453.11632034
Somalia,SOM,2009,457.35563139
Somalia,SOM,2010,461.77031838
South Africa,ZAF,2000,5873.6247507
South Africa,ZAF,2001,5995.7391543
South Africa,ZAF,2002,6141.2639158
South Africa,ZAF,2003,6244.0352109
South Africa,ZAF,2004,6503.4552876
South Africa,ZAF,2005,6766.7945328
South Africa,ZAF,2006,7092.0370735
South Africa,ZAF,2007,7442.4425263
South Africa,ZAF,2008,7600.0223364
South Africa,ZAF,2009,7302.6146824
South Africa,ZAF,2010,7508.7780646
Spain,ESP,2000,26045.013116
Spain,ESP,2001,26713.790695
Spain,ESP,2002,27032.676544
Spain,ESP,2003,27424.440828
Spain,ESP,2004,27848.809695
Spain,ESP,2005,28325.37741
Spain,ESP,2006,28932.765964
Spain,ESP,2007,29391.242128
Spain,ESP,2008,29145.141707
Spain,ESP,2009,27664.418339
Spain,ESP,2010,27332.007817
Sri Lanka,LKA,2000,2732.9599593
Sri Lanka,LKA,2001,2683.7285639
Sri Lanka,LKA,2002,2768.8615019
Sri Lanka,LKA,2003,2902.7838206
Sri Lanka,LKA,2004,3024.0876132
Sri Lanka,LKA,2005,3176.3530135
Sri Lanka,LKA,2006,3380.9381128
Sri Lanka,LKA,2007,3570.9601974
Sri Lanka,LKA,2008,3757.1479309
Sri Lanka,LKA,2009,3858.8249363
Sri Lanka,LKA,2010,4065.5576104
St. Kitts & Nevis,KNA,2000,8124.0488122
St. Kitts & Nevis,KNA,2001,8594.6104673
St. Kitts & Nevis,KNA,2002,8524.9559559
St. Kitts & Nevis,KNA,2003,9140.6689071
St. Kitts & Nevis,KNA,2004,10108.648335
St. Kitts & Nevis,KNA,2005,10494.756983
St. Kitts & Nevis,KNA,2006,10642.406337
St. Kitts & Nevis,KNA,2007,10822.331298
St. Kitts & Nevis,KNA,2008,10989.889589
St. Kitts & Nevis,KNA,2009,9938.0488713
St. Kitts & Nevis,KNA,2010,9637.3781267
St. Lucia,LCA,2000,10817.044162
St. Lucia,LCA,2001,10097.99547
St. Lucia,LCA,2002,10126.517325
St. Lucia,LCA,2003,10376.346129
St. Lucia,LCA,2004,10905.709
St. Lucia,LCA,2005,11735.875008
St. Lucia,LCA,2006,12526.530525
St. Lucia,LCA,2007,12633.386009
St. Lucia,LCA,2008,12354.422035
St. Lucia,LCA,2009,12214.658158
St. Lucia,LCA,2010,12364.775929
St.Vincent & Grenadines,VCT,2000,5339.956412
St.Vincent & Grenadines,VCT,2001,5381.1734542
St.Vincent & Grenadines,VCT,2002,5604.1988242
St.Vincent & Grenadines,VCT,2003,5803.3506954
St.Vincent & Grenadines,VCT,2004,6168.9553343
St.Vincent & Grenadines,VCT,2005,6318.1511169
St.Vincent & Grenadines,VCT,2006,6945.6278175
St.Vincent & Grenadines,VCT,2007,7171.4870357
St.Vincent & Grenadines,VCT,2008,7333.9558867
St.Vincent & Grenadines,VCT,2009,7193.2723022
St.Vincent & Grenadines,VCT,2010,6973.3608321
Sudan,SDN,2000,1464.3069968
Sudan,SDN,2001,1498.316611
Sudan,SDN,2002,1519.1295426
Sudan,SDN,2003,1580.8759825
Sudan,SDN,2004,1643.0695281
Sudan,SDN,2005,1832.723858
Sudan,SDN,2006,1935.5151398
Sudan,SDN,2007,2005.0008947
Sudan,SDN,2008,2053.2391057
Sudan,SDN,2009,2214.1625742
Sudan,SDN,2010,2289.0538139
Suriname,SUR,2000,6629.4473383
Suriname,SUR,2001,6688.652346
Suriname,SUR,2002,7361.8845296
Suriname,SUR,2003,7998.5318779
Suriname,SUR,2004,8361.1171683
Suriname,SUR,2005,9658.513353
Suriname,SUR,2006,9861.7641303
Suriname,SUR,2007,10631.824435
Suriname,SUR,2008,10923.000268
Suriname,SUR,2009,10692.325349
Suriname,SUR,2010,10644.829461
Swaziland,SWZ,2000,3440.6715451
Swaziland,SWZ,2001,3245.0985024
Swaziland,SWZ,2002,2944.8536448
Swaziland,SWZ,2003,3341.7736342
Swaziland,SWZ,2004,3094.137492
Swaziland,SWZ,2005,3284.1070286
Swaziland,SWZ,2006,3223.9582362
Swaziland,SWZ,2007,3298.4292328
Swaziland,SWZ,2008,3439.216251
Swaziland,SWZ,2009,3662.3309238
Swaziland,SWZ,2010,3680.748082
Sweden,SWE,2000,29990.39579
Sweden,SWE,2001,30323.864945
Sweden,SWE,2002,31037.130114
Sweden,SWE,2003,31695.163726
Sweden,SWE,2004,32973.232745
Sweden,SWE,2005,33958.517348
Sweden,SWE,2006,35367.842725
Sweden,SWE,2007,36503.390383
Sweden,SWE,2008,36212.522366
Sweden,SWE,2009,34264.377044
Sweden,SWE,2010,36132.558616
Switzerland,CHE,2000,35788.026565
Switzerland,CHE,2001,35952.51156
Switzerland,CHE,2002,35851.807862
Switzerland,CHE,2003,35521.708226
Switzerland,CHE,2004,36226.691668
Switzerland,CHE,2005,36993.952927
Switzerland,CHE,2006,38164.722446
Switzerland,CHE,2007,39374.883893
Switzerland,CHE,2008,40003.397524
Switzerland,CHE,2009,39069.541112
Switzerland,CHE,2010,39985.623483
Syria,SYR,2000,3383.2549653
Syria,SYR,2001,3458.2235376
Syria,SYR,2002,3631.4827107
Syria,SYR,2003,3427.7399945
Syria,SYR,2004,3653.5435181
Syria,SYR,2005,3722.7474776
Syria,SYR,2006,3896.5349196
Syria,SYR,2007,3832.4632783
Syria,SYR,2008,3780.4628755
Syria,SYR,2009,3798.5096548
Syria,SYR,2010,3791.4949986
Taiwan,TWN,2000,23022.824995
Taiwan,TWN,2001,22253.135817
Taiwan,TWN,2002,23303.337481
Taiwan,TWN,2003,24080.252949
Taiwan,TWN,2004,25610.339287
Taiwan,TWN,2005,26692.991386
Taiwan,TWN,2006,28031.013466
Taiwan,TWN,2007,29568.94741
Taiwan,TWN,2008,29629.735377
Taiwan,TWN,2009,28824.64363
Taiwan,TWN,2010,32117.699829
Tajikistan,TJK,2000,1028.2314459
Tajikistan,TJK,2001,1090.374452
Tajikistan,TJK,2002,1163.8873368
Tajikistan,TJK,2003,1321.443488
Tajikistan,TJK,2004,1395.5766167
Tajikistan,TJK,2005,1493.4480829
Tajikistan,TJK,2006,1476.7042653
Tajikistan,TJK,2007,1618.8106395
Tajikistan,TJK,2008,1562.2529055
Tajikistan,TJK,2009,1725.6426482
Tajikistan,TJK,2010,1764.8212197
Tanzania,TZA,2000,724.64021884
Tanzania,TZA,2001,751.69254605
Tanzania,TZA,2002,790.24936735
Tanzania,TZA,2003,833.85826386
Tanzania,TZA,2004,882.22599281
Tanzania,TZA,2005,931.75564612
Tanzania,TZA,2006,974.99595564
Tanzania,TZA,2007,1027.9999132
Tanzania,TZA,2008,1084.6997699
Tanzania,TZA,2009,1128.3891722
Tanzania,TZA,2010,1177.7017188
Thailand,THA,2000,5650.6297117
Thailand,THA,2001,5831.6477035
Thailand,THA,2002,6044.1821125
Thailand,THA,2003,6423.3830919
Thailand,THA,2004,6733.8752752
Thailand,THA,2005,6965.6676818
Thailand,THA,2006,7280.4281546
Thailand,THA,2007,7592.8357053
Thailand,THA,2008,7674.8368109
Thailand,THA,2009,7578.208304
Thailand,THA,2010,8065.5698611
Timor-Leste,TLS,2000,1259.3325519
Timor-Leste,TLS,2001,1321.7643897
Timor-Leste,TLS,2002,1149.5273158
Timor-Leste,TLS,2003,1041.2941216
Timor-Leste,TLS,2004,872.59893054
Timor-Leste,TLS,2005,919.3264937
Timor-Leste,TLS,2006,841.44379289
Timor-Leste,TLS,2007,890.43950451
Timor-Leste,TLS,2008,976.78674538
Timor-Leste,TLS,2009,1077.3971322
Timor-Leste,TLS,2010,1119.2351262
Togo,TGO,2000,777.16269595
Togo,TGO,2001,744.54273539
Togo,TGO,2002,717.09721928
Togo,TGO,2003,737.6666445
Togo,TGO,2004,733.44086181
Togo,TGO,2005,725.42877085
Togo,TGO,2006,738.1654214
Togo,TGO,2007,729.51074689
Togo,TGO,2008,721.81372047
Togo,TGO,2009,721.81951653
Togo,TGO,2010,732.85044418
Tonga,TON,2000,7515.6283747
Tonga,TON,2001,7468.0998562
Tonga,TON,2002,7542.7731803
Tonga,TON,2003,7747.4496083
Tonga,TON,2004,7776.0606835
Tonga,TON,2005,7640.2262113
Tonga,TON,2006,7724.8451376
Tonga,TON,2007,7316.8349077
Tonga,TON,2008,7751.568105
Tonga,TON,2009,7373.658999
Tonga,TON,2010,7538.3736516
Trinidad &Tobago,TTO,2000,15815.046879
Trinidad &Tobago,TTO,2001,15460.798843
Trinidad &Tobago,TTO,2002,15005.926533
Trinidad &Tobago,TTO,2003,19919.996696
Trinidad &Tobago,TTO,2004,21299.377563
Trinidad &Tobago,TTO,2005,23332.754904
Trinidad &Tobago,TTO,2006,23766.62875
Trinidad &Tobago,TTO,2007,26677.545641
Trinidad &Tobago,TTO,2008,32266.081677
Trinidad &Tobago,TTO,2009,30549.583234
Trinidad &Tobago,TTO,2010,30783.917193
Tunisia,TUN,2000,5381.4256433
Tunisia,TUN,2001,5541.9538425
Tunisia,TUN,2002,5419.434166
Tunisia,TUN,2003,5524.0473804
Tunisia,TUN,2004,5667.3487196
Tunisia,TUN,2005,5667.3777094
Tunisia,TUN,2006,5796.7879868
Tunisia,TUN,2007,5939.4070465
Tunisia,TUN,2008,6000.8081961
Tunisia,TUN,2009,5987.6458162
Tunisia,TUN,2010,6105.4082709
Turkey,TUR,2000,8158.7614884
Turkey,TUR,2001,7594.3448027
Turkey,TUR,2002,7925.020163
Turkey,TUR,2003,8267.6555516
Turkey,TUR,2004,8918.3907099
Turkey,TUR,2005,9531.9475517
Turkey,TUR,2006,10030.232114
Turkey,TUR,2007,10370.376037
Turkey,TUR,2008,10288.959341
Turkey,TUR,2009,9738.5320744
Turkey,TUR,2010,10439.90933
Turkmenistan,TKM,2000,8739.2424333
Turkmenistan,TKM,2001,8777.7511306
Turkmenistan,TKM,2002,8696.4780616
Turkmenistan,TKM,2003,8829.2019878
Turkmenistan,TKM,2004,9143.2876936
Turkmenistan,TKM,2005,10348.435383
Turkmenistan,TKM,2006,11290.094471
Turkmenistan,TKM,2007,12296.660144
Turkmenistan,TKM,2008,13712.15227
Turkmenistan,TKM,2009,14491.999885
Turkmenistan,TKM,2010,15658.94887
Uganda,UGA,2000,843.53205971
Uganda,UGA,2001,860.89922175
Uganda,UGA,2002,884.38465718
Uganda,UGA,2003,902.46144078
Uganda,UGA,2004,917.36587382
Uganda,UGA,2005,963.92579992
Uganda,UGA,2006,992.96740151
Uganda,UGA,2007,1024.1571135
Uganda,UGA,2008,1092.5207316
Uganda,UGA,2009,1106.1136035
Uganda,UGA,2010,1101.5269962
Ukraine,UKR,2000,3733.6381115
Ukraine,UKR,2001,4096.3765498
Ukraine,UKR,2002,4409.6436471
Ukraine,UKR,2003,4869.0076391
Ukraine,UKR,2004,5558.4083056
Ukraine,UKR,2005,5876.1158108
Ukraine,UKR,2006,6416.4965298
Ukraine,UKR,2007,7046.2341182
Ukraine,UKR,2008,7419.5071907
Ukraine,UKR,2009,6692.9172145
Ukraine,UKR,2010,7047.705761
United Arab Emirates,ARE,2000,61722.230578
United Arab Emirates,ARE,2001,60015.268734
United Arab Emirates,ARE,2002,58387.843068
United Arab Emirates,ARE,2003,60345.932823
United Arab Emirates,ARE,2004,62406.350958
United Arab Emirates,ARE,2005,62640.933315
United Arab Emirates,ARE,2006,65878.903805
United Arab Emirates,ARE,2007,65415.683478
United Arab Emirates,ARE,2008,64148.054514
United Arab Emirates,ARE,2009,61096.834409
United Arab Emirates,ARE,2010,60131.745122
United Kingdom,GBR,2000,30152.058331
United Kingdom,GBR,2001,30996.009269
United Kingdom,GBR,2002,31710.686137
United Kingdom,GBR,2003,32701.787737
United Kingdom,GBR,2004,33501.780005
United Kingdom,GBR,2005,33982.908207
United Kingdom,GBR,2006,34685.562141
United Kingdom,GBR,2007,35705.640454
United Kingdom,GBR,2008,35044.6225
United Kingdom,GBR,2009,33153.210635
United Kingdom,GBR,2010,34266.967595
United States,USA,2000,39643.498487
United States,USA,2001,39516.663551
United States,USA,2002,39769.199589
United States,USA,2003,40429.707805
United States,USA,2004,41540.658526
United States,USA,2005,42482.387617
United States,USA,2006,43215.471277
United States,USA,2007,43517.262782
United States,USA,2008,42731.435384
United States,USA,2009,40401.588861
United States,USA,2010,41376.080966
Uruguay,URY,2000,8618.8868108
Uruguay,URY,2001,8261.5547325
Uruguay,URY,2002,7618.7162613
Uruguay,URY,2003,7717.1194536
Uruguay,URY,2004,8091.4157519
Uruguay,URY,2005,8709.7836375
Uruguay,URY,2006,9087.8926301
Uruguay,URY,2007,9737.2834105
Uruguay,URY,2008,10604.880087
Uruguay,URY,2009,10804.642528
Uruguay,URY,2010,11717.628704
Uzbekistan,UZB,2000,1559.9118754
Uzbekistan,UZB,2001,1552.6580376
Uzbekistan,UZB,2002,1616.761673
Uzbekistan,UZB,2003,1675.8017514
Uzbekistan,UZB,2004,1791.1984679
Uzbekistan,UZB,2005,1906.5719949
Uzbekistan,UZB,2006,1970.5599847
Uzbekistan,UZB,2007,2158.5718797
Uzbekistan,UZB,2008,2298.7662047
Uzbekistan,UZB,2009,2519.3413701
Uzbekistan,UZB,2010,2678.5138843
Vanuatu,VUT,2000,5537.3077653
Vanuatu,VUT,2001,5083.1182762
Vanuatu,VUT,2002,5088.2125326
Vanuatu,VUT,2003,5187.9910276
Vanuatu,VUT,2004,5272.8515959
Vanuatu,VUT,2005,5330.6707784
Vanuatu,VUT,2006,5638.3197642
Vanuatu,VUT,2007,6046.5561489
Vanuatu,VUT,2008,6388.5348211
Vanuatu,VUT,2009,6428.3951531
Vanuatu,VUT,2010,6696.4724322
Venezuela,VEN,2000,8640.8150905
Venezuela,VEN,2001,8681.3391263
Venezuela,VEN,2002,7906.0889612
Venezuela,VEN,2003,7163.6413077
Venezuela,VEN,2004,8265.8677299
Venezuela,VEN,2005,8920.9010304
Venezuela,VEN,2006,9477.723062
Venezuela,VEN,2007,9965.7879127
Venezuela,VEN,2008,10168.180033
Venezuela,VEN,2009,9509.5102822
Venezuela,VEN,2010,9070.929923
Vietnam,VNM,2000,1538.6316253
Vietnam,VNM,2001,1614.2231206
Vietnam,VNM,2002,1683.0118971
Vietnam,VNM,2003,1770.8600081
Vietnam,VNM,2004,1912.0492337
Vietnam,VNM,2005,2088.371997
Vietnam,VNM,2006,2239.8233416
Vietnam,VNM,2007,2307.4638266
Vietnam,VNM,2008,2429.5552139
Vietnam,VNM,2009,2548.644122
Vietnam,VNM,2010,2778.6357485
Yemen,YEM,2000,2048.7631186
Yemen,YEM,2001,2112.0581411
Yemen,YEM,2002,2122.2575028
Yemen,YEM,2003,2161.2559104
Yemen,YEM,2004,2196.0829895
Yemen,YEM,2005,2240.1419682
Yemen,YEM,2006,2230.6052739
Yemen,YEM,2007,2264.6920375
Yemen,YEM,2008,2282.9040209
Yemen,YEM,2009,2297.6356323
Yemen,YEM,2010,2395.5981696
Zambia,ZMB,2000,973.88913058
Zambia,ZMB,2001,1029.3759367
Zambia,ZMB,2002,1051.8433121
Zambia,ZMB,2003,1011.5724454
Zambia,ZMB,2004,1057.8251239
Zambia,ZMB,2005,1066.6425707
Zambia,ZMB,2006,1120.7529441
Zambia,ZMB,2007,1406.1056225
Zambia,ZMB,2008,1438.9787319
Zambia,ZMB,2009,1403.6618912
Zambia,ZMB,2010,1518.0377072
Zimbabwe,ZWE,2000,392.97418222
Zimbabwe,ZWE,2001,374.00357092
Zimbabwe,ZWE,2002,331.81474554
Zimbabwe,ZWE,2003,374.93936058
Zimbabwe,ZWE,2004,343.28795589
Zimbabwe,ZWE,2005,323.26037198
Zimbabwe,ZWE,2006,361.01874601
Zimbabwe,ZWE,2007,294.53633495
Zimbabwe,ZWE,2008,275.7033274
Zimbabwe,ZWE,2009,300.42828905
Zimbabwe,ZWE,2010,318.80410029
